"""uncharacterized"" (is used in Protein name UniProt)",Bait detected+enriched (=self loop),Cluster ID (Markov),CPX - Recommended name,Cross-reference (ComplexPortal),Gene names  (UniP-SGD-primary or ordered locus),Gene names  (UniP-SGD-primary+synonym or ordered locus),Is in GFP library,name,SGD Brief Description,SGD ID,SGD Name,SGD Qualifier,shared name,Subcellular location [CC],TaBaQ (relative abundance),Uncharacterized (SGD Qualifier+Uniprot combined),UniProt ID
FALSE,FALSE,2,MPP10 complex,CPX-1893,MPP10,MPP10,FALSE,YJR002W,Component of the SSU processome and 90S preribosome,S000003762;,M Phase Phosphoproteins,Verified,YJR002W,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:9315638}.",,FALSE,P47083
FALSE,FALSE,2,"U4/U6.U5 tri-snRNP complex;U4 snRNP;U4/U6 snRNP;Box C/D snoRNP complex;Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-25;CPX-31;CPX-32;CPX-729;CPX-1604;CPX-1607;CPX-1608,SNU13,SNU13,FALSE,YEL026W,RNA binding protein,S000000752;,Small NUclear ribonucleoprotein associated,Verified,YEL026W,"Nucleus, nucleolus.",,FALSE,P39990
FALSE,TRUE,2,Coenzyme A-synthesizing protein complex,CPX-396,CAB4,CAB4,TRUE,YGR277C,Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC),S000003509;,Coenzyme A Biosynthesis,Verified,YGR277C,Cytoplasm {ECO:0000269|PubMed:14690591}. Nucleus {ECO:0000269|PubMed:14690591}.,19.68009,FALSE,P53332
FALSE,FALSE,2,,,RPS22A,RPS22A;RPS24;RPS24A,TRUE,YJL190C,Protein component of the small (40S) ribosomal subunit,S000003726;,Ribosomal Protein of the Small subunit,Verified,YJL190C,Cytoplasm {ECO:0000269|PubMed:22096102}.,21.9419,FALSE,P0C0W1
FALSE,FALSE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,LCP5,LCP5,FALSE,YER127W,Essential protein involved in maturation of 18S rRNA,S000000929;,Lethal with Conditional Pap1,Verified,YER127W,"Nucleus, nucleolus.",,FALSE,P40079
FALSE,TRUE,2,UTP-B complex,CPX-1410,PWP2,PWP2;UTP1,TRUE,YCR057C,Conserved 90S pre-ribosomal component,S000000653;,Periodic tryptophan (W) Protein,Verified,YCR057C,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309}.",20.02696,FALSE,P25635
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,UTP30,UTP30,TRUE,YKR060W,Subunit of U3-containing 90S preribosome complex,S000001768;,U Three Protein,Verified,YKR060W,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",15.97158,FALSE,P36144
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,DBP8,DBP8,TRUE,YHR169W,"ATPase, putative RNA helicase of the DEAD-box family",S000001212;,Dead Box Protein,Verified,YHR169W,"Nucleus, nucleolus {ECO:0000269|PubMed:11222764, ECO:0000269|PubMed:14562095}.",19.28464,FALSE,P38719
FALSE,FALSE,2,UTP-B complex,CPX-1410,DIP2,DIP2;UTP12,TRUE,YLR129W,Nucleolar protein,S000004119;,DOM34 Interacting Protein,Verified,YLR129W,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309}.",16.97814,FALSE,Q12220
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,UTP14,UTP14,TRUE,YML093W,Subunit of U3-containing Small Subunit (SSU) processome complex,S000004558;,U Three Protein,Verified,YML093W,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309}.",19.63295,FALSE,Q04500
FALSE,FALSE,2,MPP10 complex,CPX-1893,IMP4,IMP4,FALSE,YNL075W,Component of the SSU processome,S000005019;,Interacting with Mpp10p,Verified,YNL075W,"Nucleus, nucleolus {ECO:0000269|PubMed:10409734}.",,FALSE,P53941
FALSE,FALSE,2,,,RPS22B,RPS22B;RPS24B,TRUE,YLR367W,Protein component of the small (40S) ribosomal subunit,S000004359;,Ribosomal Protein of the Small subunit,Verified,YLR367W,Cytoplasm {ECO:0000269|PubMed:22096102}.,22.97105,FALSE,Q3E7Y3
FALSE,FALSE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,UTP7,UTP7;KRE31,FALSE,YER082C,Nucleolar protein,S000000884;,U Three Protein,Verified,YER082C,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309}.",,FALSE,P40055
FALSE,TRUE,2,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant;Cytoplasmic exosome complex, DIS3 variant",CPX-599;CPX-603,RRP40,RRP40,TRUE,YOL142W,Exosome non-catalytic core component,S000005502;,Ribosomal RNA Processing,Verified,YOL142W,"Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",20.78007,FALSE,Q08285
FALSE,TRUE,2,UTP-C complex variant 2;UTP-C complex variant 1;UTP-C complex variant 3;CURI complex variant 1;CURI complex variant 2;CURI complex variant 3,CPX-771;CPX-772;CPX-773;CPX-774;CPX-775;CPX-776,UTP22,UTP22,TRUE,YGR090W,Component of the small-subunit processome,S000003322;,U Three Protein,Verified,YGR090W,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15590835}.",20.89795,FALSE,P53254
FALSE,TRUE,2,UTP-A complex,CPX-1409,UTP9,UTP9,TRUE,YHR196W,Nucleolar protein,S000001239;,U Three Protein,Verified,YHR196W,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:15489292}. Note=Associated with ribosomal chromatin, even in the absence of transcription.",20.45307,FALSE,P38882
FALSE,TRUE,2,UTP-A complex,CPX-1409,UTP5,UTP5,TRUE,YDR398W,Subunit of U3-containing Small Subunit (SSU) processome complex,S000002806;,U Three Protein,Verified,YDR398W,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:15489292}. Note=Associated with ribosomal chromatin, even in the absence of transcription.",21.10998,FALSE,Q04177
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,RRP5,RRP5;FMI1,TRUE,YMR229C,RNA binding protein involved in synthesis of 18S and 5.8S rRNAs,S000004842;,Ribosomal RNA Processing,Verified,YMR229C,"Nucleus, nucleolus {ECO:0000269|PubMed:8896463}.",21.49481,FALSE,Q05022
FALSE,TRUE,2,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant;Cytoplasmic exosome complex, DIS3 variant",CPX-599;CPX-603,RRP46,RRP46,TRUE,YGR095C,Exosome non-catalytic core component,S000003327;,Ribosomal RNA Processing,Verified,YGR095C,"Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",19.86999,FALSE,P53256
FALSE,TRUE,2,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant",CPX-599,RRP6,RRP6;UNC733,TRUE,YOR001W,Nuclear exosome exonuclease component,S000005527;,Ribosomal RNA Processing,Verified,YOR001W,"Nucleus, nucleolus {ECO:0000269|PubMed:10465791, ECO:0000269|PubMed:10611239, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15489286}.",18.16974,FALSE,Q12149
FALSE,FALSE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,UTP11,UTP11,FALSE,YKL099C,Subunit of U3-containing Small Subunit (SSU) processome complex,S000001582;,U Three Protein,Verified,YKL099C,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309}.",,FALSE,P34247
FALSE,TRUE,2,UTP-B complex,CPX-1410,UTP21,UTP21,TRUE,YLR409C,Subunit of U3-containing 90S preribosome and SSU processome complexes,S000004401;,U Three Protein,Verified,YLR409C,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15590835}.",19.69684,FALSE,Q06078
FALSE,TRUE,2,UTP-A complex,CPX-1409,UTP8,UTP8,TRUE,YGR128C,Nucleolar protein required for export of tRNAs from the nucleus,S000003360;,U Three Protein,Verified,YGR128C,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:12794079, ECO:0000269|PubMed:15489292}. Note=Associated with ribosomal chromatin, even in the absence of transcription.",20.23736,FALSE,P53276
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,HCA4,HCA4;DBP4;ECM24,TRUE,YJL033W,DEAD box RNA helicase,S000003570;,Helicase CA,Verified,YJL033W,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",20.40612,FALSE,P20448
FALSE,FALSE,2,,,MXR2,MXR2;MSRB,FALSE,YCL033C,Methionine-R-sulfoxide reductase,S000000538;,peptide Methionine sulfoXide Reductase,Verified,YCL033C,,,FALSE,P25566
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,SOF1,SOF1,TRUE,YLL011W,Protein required for biogenesis of 40S (small) ribosomal subunit,S000003934;,Suppressor Of Fibrillarin,Verified,YLL011W,"Nucleus, nucleolus {ECO:0000269|PubMed:8508778}.",19.23345,FALSE,P33750
FALSE,FALSE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,ROK1,ROK1,FALSE,YGL171W,RNA-dependent ATPase,S000003139;,Rescuer Of Kem1,Verified,YGL171W,"Nucleus, nucleolus {ECO:0000269|PubMed:9154839}.",,FALSE,P45818
FALSE,TRUE,2,,,MPP6,MPP6,TRUE,YNR024W,Nuclear exosome-associated RNA binding protein,S000005307;,M-Phase Phosphoprotein 6 homolog,Verified,YNR024W,"Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16702403, ECO:0000269|PubMed:18591258, ECO:0000269|PubMed:19046973}. Note=Colocalizes with the nuclear exosome and ribosomes.",16.7655,FALSE,P53725
FALSE,TRUE,2,"Box C/D snoRNP complex;Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-729;CPX-1604;CPX-1607;CPX-1608,NOP56,NOP56;SIK1,TRUE,YLR197W,Essential evolutionarily-conserved nucleolar protein,S000004187;,NucleOlar Protein of 56.8 kDa,Verified,YLR197W,"Nucleus, nucleolus {ECO:0000269|PubMed:9372940}.",20.95558,FALSE,Q12460
FALSE,FALSE,2,,,PNO1,PNO1;DIM2;RRP20,FALSE,YOR145C,Essential nucleolar protein required for pre-18S rRNA processing,S000005671;,Partner of NOb1,Verified,YOR145C,"Cytoplasm {ECO:0000269|PubMed:12628929, ECO:0000269|PubMed:15037774}. Nucleus, nucleolus {ECO:0000269|PubMed:10923024, ECO:0000269|PubMed:15037774}.",,FALSE,Q99216
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,ENP1,ENP1;MEG1,TRUE,YBR247C,Protein associated with U3 and U14 snoRNAs,S000000451;,Essential Nuclear Protein,Verified,YBR247C,"Cytoplasm. Nucleus, nucleolus.",20.97496,FALSE,P38333
FALSE,TRUE,2,TRAMP complex variant 4-1;TRAMP complex variant 4-2;TRAMP complex variant 5-1,CPX-1678;CPX-1679;CPX-1680,MTR4,MTR4;DOB1,TRUE,YJL050W,RNA duplex-sensing translocase,S000003586;,Mrna TRansport,Verified,YJL050W,Nucleus.,19.95976,FALSE,P47047
FALSE,TRUE,2,,,TOM1,TOM1;SSR2,TRUE,YDR457W,E3 ubiquitin ligase of the hect-domain class,S000002865;,Temperature dependent Organization in Mitotic nucleus or Trigger Of Mitosis,Verified,YDR457W,"Nucleus, nucleolus {ECO:0000269|PubMed:10873801, ECO:0000269|PubMed:14562095}.",19.00379,FALSE,Q03280
FALSE,TRUE,2,,,TMA23,TMA23,TRUE,YMR269W,Nucleolar protein implicated in ribosome biogenesis,S000004882;,Translation Machinery Associated,Verified,YMR269W,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17425675}.",16.3974,FALSE,Q03525
FALSE,FALSE,2,,,ENP2,ENP2,FALSE,YGR145W,Component of the SSU,S000003377;,Essential Nuclear Protein,Verified,YGR145W,"Nucleus, nucleolus {ECO:0000269|PubMed:14690591, ECO:0000269|PubMed:15590835}.",,FALSE,P48234
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,EMG1,EMG1;NEP1,TRUE,YLR186W,Methyltransferase for rRNA,S000004176;,Essential for Mitotic Growth,Verified,YLR186W,"Nucleus, nucleolus {ECO:0000269|PubMed:11694595, ECO:0000269|PubMed:15590835, ECO:0000269|PubMed:20972225}.",18.78394,FALSE,Q06287
FALSE,TRUE,2,,,SKG3,SKG3,TRUE,YLR187W,Protein of unknown function,S000004177;,Suppressor of lethality of Kex2 Gas1 double null mutant,Verified,YLR187W,Cytoplasm {ECO:0000269|PubMed:14562095}. Bud neck {ECO:0000269|PubMed:14562095}. Cell membrane {ECO:0000269|PubMed:14562095};Peripheral membrane protein {ECO:0000269|PubMed:14562095};Cytoplasmic side {ECO:0000269|PubMed:14562095}.,20.20306,FALSE,Q06315
FALSE,FALSE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,KRE33,KRE33;NAT10;RRA1,TRUE,YNL132W,Acetyltransferase required for biogenesis of small ribosomal subunit,S000005076;,Killer toxin REsistant,Verified,YNL132W,"Nucleus, nucleolus {ECO:0000255|HAMAP-Rule:MF_03211, ECO:0000269|PubMed:14562095}.",19.06476,FALSE,P53914
FALSE,TRUE,2,UTP-B complex,CPX-1410,UTP6,UTP6,TRUE,YDR449C,Nucleolar protein,S000002857;,U Three Protein,Verified,YDR449C,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:12150911}.",19.54546,FALSE,Q02354
FALSE,TRUE,2,,,FAF1,FAF1,TRUE,YIL019W,Protein required for pre-rRNA processing,S000001281;,Forty (40) S Assembly Factor,Verified,YIL019W,"Nucleus, nucleolus {ECO:0000269|PubMed:15178413}.",16.90864,FALSE,P40546
FALSE,TRUE,2,UTP-A complex,CPX-1409,NAN1,NAN1;UTP17,TRUE,YPL126W,U3 snoRNP protein,S000006047;,Net1 Associated Nuclear protein,Verified,YPL126W,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:15489292}. Note=Associated with ribosomal chromatin, even in the absence of transcription.",21.58535,FALSE,Q02931
FALSE,TRUE,2,UTP-B complex,CPX-1410,UTP13,UTP13,TRUE,YLR222C,Nucleolar protein,S000004212;,U Three Protein,Verified,YLR222C,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309}.",20.58374,FALSE,Q05946
FALSE,FALSE,2,"Box C/D snoRNP complex;Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-729;CPX-1604;CPX-1607;CPX-1608,NOP1,NOP1;LOT3,FALSE,YDL014W,"Histone glutamine methyltransferase, modifies H2A at Q105 in nucleolus",S000002172;,NucleOlar Protein,Verified,YDL014W,"Nucleus, nucleolus {ECO:0000269|PubMed:12756332, ECO:0000269|PubMed:2298745, ECO:0000269|PubMed:2686980}. Note=Fibrillar region of the nucleolus.",,FALSE,P15646
FALSE,TRUE,2,UTP-B complex,CPX-1410,UTP18,UTP18,TRUE,YJL069C,Small-subunit processome protein involved in pre-18S rRNA maturation,S000003605;,U Three Protein,Verified,YJL069C,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15590835}.",19.72138,FALSE,P40362
FALSE,TRUE,2,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant;Cytoplasmic exosome complex, DIS3 variant",CPX-599;CPX-603,RRP45,RRP45,TRUE,YDR280W,Exosome non-catalytic core component,S000002688;,Ribosomal RNA Processing,Verified,YDR280W,"Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",21.2996,FALSE,Q05636
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,BUD21,BUD21;UTP16,TRUE,YOR078W,Component of small ribosomal subunit (SSU) processosome,S000005604;,BUD site selection,Verified,YOR078W,"Nucleus, nucleolus {ECO:0000269|PubMed:11452010, ECO:0000269|PubMed:12068309}.",18.5512,FALSE,Q08492
FALSE,TRUE,2,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant;Cytoplasmic exosome complex, DIS3 variant",CPX-599;CPX-603,MTR3,MTR3,TRUE,YGR158C,Exosome non-catalytic core component,S000003390;,MRNA TRansport,Verified,YGR158C,"Cytoplasm. Nucleus, nucleolus.",20.13151,FALSE,P48240
FALSE,TRUE,2,"Box C/D snoRNP complex;Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-729;CPX-1604;CPX-1607;CPX-1608,NOP58,NOP58;NOP5,TRUE,YOR310C,Protein involved in producing mature rRNAs and snoRNAs,S000005837;,NucleOlar Protein of 58 kDa,Verified,YOR310C,"Nucleus, nucleolus {ECO:0000269|PubMed:9632712}.",21.09743,FALSE,Q12499
FALSE,TRUE,2,,,RRP8,RRP8,TRUE,YDR083W,Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase,S000002490;,Ribosomal RNA Processing,Verified,YDR083W,"Nucleus, nucleolus {ECO:0000269|PubMed:10864042, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:23180764}. Chromosome, telomere {ECO:0000305}.",17.72128,FALSE,P38961
FALSE,FALSE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,RRP36,RRP36,FALSE,YOR287C,Component of 90S preribosomes,S000005813;,Ribosomal RNA Processing,Verified,YOR287C,"Nucleus, nucleolus {ECO:0000269|PubMed:20038530}.",,FALSE,Q12481
FALSE,TRUE,2,,,CMS1,CMS1,TRUE,YLR003C,Putative subunit of the 90S preribosome processome complex,S000003993;,Complementation of Mcm-10 Suppressor,Verified,YLR003C,Nucleus {ECO:0000269|PubMed:14562095}.,14.4883,FALSE,Q07897
FALSE,TRUE,2,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant;Cytoplasmic exosome complex, DIS3 variant",CPX-599;CPX-603,SKI6,SKI6;ECM20;RRP41,TRUE,YGR195W,Exosome non-catalytic core component,S000003427;,SuperKIller,Verified,YGR195W,"Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",20.17612,FALSE,P46948
FALSE,TRUE,2,,,SKI7,SKI7,TRUE,YOR076C,GTP-binding protein that couples the Ski complex and exosome,S000005602;,SuperKIller,Verified,YOR076C,"Cytoplasm {ECO:0000269|PubMed:11532933, ECO:0000269|PubMed:12730603}.",18.94488,FALSE,Q08491
FALSE,FALSE,2,RCL1-BMS1 40S ribosomal subunit maturation complex,CPX-1606,BMS1,BMS1,FALSE,YPL217C,GTPase required for ribosomal subunit synthesis and rRNA processing,S000006138;,BMh Sensitive,Verified,YPL217C,"Cytoplasm {ECO:0000269|PubMed:11565749}. Nucleus, nucleolus {ECO:0000269|PubMed:11565749}.",,FALSE,Q08965
FALSE,TRUE,2,UTP-C complex variant 2;UTP-C complex variant 1;UTP-C complex variant 3;CURI complex variant 1;CURI complex variant 2;CURI complex variant 3,CPX-771;CPX-772;CPX-773;CPX-774;CPX-775;CPX-776,RRP7,RRP7,TRUE,YCL031C,Essential protein involved in rRNA processing and ribosome biogenesis,S000000536;,Ribosomal RNA Processing,Verified,YCL031C,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",19.90093,FALSE,P25368
FALSE,TRUE,215,,,YDL124W,YDL124W,TRUE,YDL124W,NADPH-dependent alpha-keto amide reductase,S000002282;,,Verified,YDL124W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,23.33952,FALSE,Q07551
FALSE,TRUE,215,,,GDH2,GDH2,TRUE,YDL215C,NAD(+)-dependent glutamate dehydrogenase,S000002374;,Glutamate DeHydrogenase,Verified,YDL215C,,24.33946,FALSE,P33327
FALSE,FALSE,215,,,NNK1,NNK1,FALSE,YKL171W,Protein kinase,S000001654;,Nitrogen Network Kinase,Verified,YKL171W,Cytoplasm {ECO:0000269|PubMed:11914276}.,,FALSE,P36003
FALSE,TRUE,215,Polarisome,CPX-3188,BNI1,BNI1;PPF3;SHE5,TRUE,YNL271C,Formin,S000005215;,Bud Neck Involved,Verified,YNL271C,"Cell membrane. Cell projection, ruffle membrane. Cytoplasm, cytoskeleton.",19.49544,FALSE,P41832
FALSE,TRUE,74,,,HEM3,HEM3,TRUE,YDL205C,Porphobilinogen deaminase,S000002364;,HEMe biosynthesis,Verified,YDL205C,,22.1059,FALSE,P28789
FALSE,FALSE,74,,,WHI5,WHI5,TRUE,YOR083W,Repressor of G1 transcription,S000005609;,WHIskey,Verified,YOR083W,"Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:15210111}. Note=Shuttles in a cell cycle-regulated manner. Localizes to the nucleus, where it is associated with SBF-dependent promoters. In late G1 phase, phosphorylation by G1-specific cyclin-CDK causes its export to the cytoplasm. Elimination of CDK activity at the end of mitosis allows WHI5 to reenter the nucleus. {ECO:0000269|PubMed:15210111}.",20.97795,FALSE,Q12416
FALSE,TRUE,74,SBF transcription complex;MBP transcription complex,CPX-946;CPX-950,SWI6,SWI6,TRUE,YLR182W,Transcription cofactor,S000004172;,SWItching deficient,Verified,YLR182W,Nucleus. Cytoplasm.,19.34124,FALSE,P09959
FALSE,FALSE,74,,,YIP5,YIP5,TRUE,YGL161C,Protein that interacts with Rab GTPases,S000003129;,Ypt-Interacting Protein,Verified,YGL161C,Membrane {ECO:0000305};Multi-pass membrane protein {ECO:0000305}.,17.10707,FALSE,P53108
FALSE,TRUE,74,SBF transcription complex,CPX-946,SWI4,SWI4;ART1,TRUE,YER111C,DNA binding component of the SBF complex (Swi4p-Swi6p),S000000913;,SWItching deficient,Verified,YER111C,,17.80613,FALSE,P25302
TRUE,FALSE,74,,,YOL036W,YOL036W,FALSE,YOL036W,Protein of unknown function,S000005396;,,Uncharacterized,YOL036W,,,TRUE,Q08206
FALSE,TRUE,74,,,EFM3,EFM3,TRUE,YJR129C,S-adenosylmethionine-dependent methyltransferase,S000003890;,Elongation Factor Methyltransferase,Verified,YJR129C,Cytoplasm {ECO:0000269|PubMed:14562095}.,18.70302,FALSE,P47163
FALSE,TRUE,74,,,ZTA1,ZTA1,TRUE,YBR046C,NADPH-dependent quinone reductase,S000000250;,ZeTA-crystallin,Verified,YBR046C,,20.93979,FALSE,P38230
FALSE,TRUE,74,,,MHO1,MHO1,TRUE,YJR008W,Protein of unknown function,S000003768;,Memo HOmolog,Verified,YJR008W,Cytoplasm {ECO:0000269|PubMed:22412880}. Nucleus {ECO:0000269|PubMed:22412880}. Note=Is actively exported from the nucleus. {ECO:0000269|PubMed:22412880}.,17.6956,FALSE,P47085
FALSE,TRUE,74,MBP transcription complex,CPX-950,MBP1,MBP1,TRUE,YDL056W,Transcription factor,S000002214;,MluI-box Binding Protein,Verified,YDL056W,Nucleus.,18.12876,FALSE,P39678
FALSE,TRUE,220,,,RIB4,RIB4,TRUE,YOL143C,Lumazine synthase (DMRL synthase),S000005503;,RIBoflavin biosynthesis,Verified,YOL143C,Mitochondrion intermembrane space {ECO:0000269|PubMed:22984289}.,22.72,FALSE,P50861
FALSE,TRUE,220,,,YNR021W,YNR021W,TRUE,YNR021W,Putative protein of unknown function,S000005304;,,Uncharacterized,YNR021W,Endoplasmic reticulum membrane {ECO:0000305|PubMed:14562095};Single-pass membrane protein {ECO:0000305|PubMed:14562095}.,21.05262,TRUE,P53723
